# Selection   : all
# Cells       : 400
# Volume      : 1.000000e+00
# Time        	min(U)
4.15          	(-2.211265e-01 -4.778531e-01 0.000000e+00)
4.16          	(-2.211147e-01 -4.778941e-01 0.000000e+00)
4.17          	(-2.211027e-01 -4.779348e-01 0.000000e+00)
4.18          	(-2.210906e-01 -4.779752e-01 0.000000e+00)
4.19          	(-2.210784e-01 -4.780153e-01 0.000000e+00)
4.2           	(-2.210656e-01 -4.780552e-01 0.000000e+00)
4.21          	(-2.210525e-01 -4.780947e-01 0.000000e+00)
4.22          	(-2.210393e-01 -4.781340e-01 0.000000e+00)
4.23          	(-2.210258e-01 -4.781730e-01 0.000000e+00)
4.24          	(-2.210620e-01 -4.782118e-01 0.000000e+00)
4.25          	(-2.211102e-01 -4.782503e-01 0.000000e+00)
4.26          	(-2.211578e-01 -4.782885e-01 0.000000e+00)
4.27          	(-2.212049e-01 -4.783264e-01 0.000000e+00)
4.28          	(-2.212516e-01 -4.783641e-01 0.000000e+00)
4.29          	(-2.212977e-01 -4.784015e-01 0.000000e+00)
4.3           	(-2.213434e-01 -4.784386e-01 0.000000e+00)
4.31          	(-2.213886e-01 -4.784755e-01 0.000000e+00)
4.32          	(-2.214333e-01 -4.785122e-01 0.000000e+00)
4.33          	(-2.214776e-01 -4.785486e-01 0.000000e+00)
4.34          	(-2.215214e-01 -4.785848e-01 0.000000e+00)
4.35          	(-2.215648e-01 -4.786207e-01 0.000000e+00)
4.36          	(-2.216076e-01 -4.786563e-01 0.000000e+00)
4.37          	(-2.216501e-01 -4.786918e-01 0.000000e+00)
4.38          	(-2.216921e-01 -4.787269e-01 0.000000e+00)
4.39          	(-2.217337e-01 -4.787619e-01 0.000000e+00)
4.4           	(-2.217748e-01 -4.787966e-01 0.000000e+00)
4.41          	(-2.218155e-01 -4.788311e-01 0.000000e+00)
4.42          	(-2.218558e-01 -4.788654e-01 0.000000e+00)
4.43          	(-2.218957e-01 -4.788994e-01 0.000000e+00)
4.44          	(-2.219352e-01 -4.789332e-01 0.000000e+00)
4.45          	(-2.219742e-01 -4.789668e-01 0.000000e+00)
4.46          	(-2.220129e-01 -4.790002e-01 0.000000e+00)
4.47          	(-2.220511e-01 -4.790333e-01 0.000000e+00)
4.48          	(-2.220890e-01 -4.790662e-01 0.000000e+00)
4.49          	(-2.221264e-01 -4.790989e-01 0.000000e+00)
4.5           	(-2.221635e-01 -4.791314e-01 0.000000e+00)
4.51          	(-2.222002e-01 -4.791637e-01 0.000000e+00)
4.52          	(-2.222365e-01 -4.791958e-01 0.000000e+00)
4.53          	(-2.222724e-01 -4.792277e-01 0.000000e+00)
4.54          	(-2.223080e-01 -4.792593e-01 0.000000e+00)
4.55          	(-2.223432e-01 -4.792908e-01 0.000000e+00)
4.56          	(-2.223781e-01 -4.793220e-01 0.000000e+00)
4.57          	(-2.224125e-01 -4.793531e-01 0.000000e+00)
4.58          	(-2.224467e-01 -4.793839e-01 0.000000e+00)
4.59          	(-2.224805e-01 -4.794146e-01 0.000000e+00)
4.6           	(-2.225139e-01 -4.794451e-01 0.000000e+00)
4.61          	(-2.225470e-01 -4.794753e-01 0.000000e+00)
4.62          	(-2.225797e-01 -4.795054e-01 0.000000e+00)
4.63          	(-2.226121e-01 -4.795353e-01 0.000000e+00)
4.64          	(-2.226442e-01 -4.795650e-01 0.000000e+00)
4.65          	(-2.226760e-01 -4.795945e-01 0.000000e+00)
4.66          	(-2.227074e-01 -4.796238e-01 0.000000e+00)
4.67          	(-2.227385e-01 -4.796529e-01 0.000000e+00)
4.68          	(-2.227693e-01 -4.796819e-01 0.000000e+00)
4.69          	(-2.227998e-01 -4.797107e-01 0.000000e+00)
4.7           	(-2.228300e-01 -4.797393e-01 0.000000e+00)
4.71          	(-2.228599e-01 -4.797677e-01 0.000000e+00)
4.72          	(-2.228894e-01 -4.797959e-01 0.000000e+00)
4.73          	(-2.229187e-01 -4.798239e-01 0.000000e+00)
4.74          	(-2.229477e-01 -4.798518e-01 0.000000e+00)
4.75          	(-2.229763e-01 -4.798795e-01 0.000000e+00)
4.76          	(-2.230047e-01 -4.799070e-01 0.000000e+00)
4.77          	(-2.230328e-01 -4.799344e-01 0.000000e+00)
4.78          	(-2.230606e-01 -4.799616e-01 0.000000e+00)
4.79          	(-2.230881e-01 -4.799886e-01 0.000000e+00)
4.8           	(-2.231154e-01 -4.800155e-01 0.000000e+00)
4.81          	(-2.231424e-01 -4.800422e-01 0.000000e+00)
4.82          	(-2.231692e-01 -4.800687e-01 0.000000e+00)
4.83          	(-2.231956e-01 -4.800951e-01 0.000000e+00)
4.84          	(-2.232218e-01 -4.801213e-01 0.000000e+00)
4.85          	(-2.232477e-01 -4.801474e-01 0.000000e+00)
4.86          	(-2.232734e-01 -4.801733e-01 0.000000e+00)
4.87          	(-2.232988e-01 -4.801990e-01 0.000000e+00)
4.88          	(-2.233240e-01 -4.802246e-01 0.000000e+00)
4.89          	(-2.233489e-01 -4.802501e-01 0.000000e+00)
4.9           	(-2.233735e-01 -4.802753e-01 0.000000e+00)
4.91          	(-2.233979e-01 -4.803005e-01 0.000000e+00)
4.92          	(-2.234221e-01 -4.803254e-01 0.000000e+00)
4.93          	(-2.234460e-01 -4.803503e-01 0.000000e+00)
4.94          	(-2.234697e-01 -4.803749e-01 0.000000e+00)
4.95          	(-2.234932e-01 -4.803995e-01 0.000000e+00)
4.96          	(-2.235164e-01 -4.804238e-01 0.000000e+00)
4.97          	(-2.235394e-01 -4.804481e-01 0.000000e+00)
4.98          	(-2.235622e-01 -4.804722e-01 0.000000e+00)
4.99          	(-2.235847e-01 -4.804961e-01 0.000000e+00)
5             	(-2.236071e-01 -4.805199e-01 0.000000e+00)
5.01          	(-2.236292e-01 -4.805436e-01 0.000000e+00)
5.02          	(-2.236511e-01 -4.805671e-01 0.000000e+00)
5.03          	(-2.236727e-01 -4.805905e-01 0.000000e+00)
5.04          	(-2.236942e-01 -4.806137e-01 0.000000e+00)
5.05          	(-2.237154e-01 -4.806369e-01 0.000000e+00)
5.06          	(-2.237365e-01 -4.806598e-01 0.000000e+00)
5.07          	(-2.237573e-01 -4.806827e-01 0.000000e+00)
5.08          	(-2.237779e-01 -4.807054e-01 0.000000e+00)
5.09          	(-2.237984e-01 -4.807279e-01 0.000000e+00)
5.1           	(-2.238186e-01 -4.807504e-01 0.000000e+00)
5.11          	(-2.238386e-01 -4.807727e-01 0.000000e+00)
5.12          	(-2.238585e-01 -4.807949e-01 0.000000e+00)
5.13          	(-2.238781e-01 -4.808169e-01 0.000000e+00)
5.14          	(-2.238976e-01 -4.808388e-01 0.000000e+00)
5.15          	(-2.239169e-01 -4.808606e-01 0.000000e+00)
5.16          	(-2.239360e-01 -4.808823e-01 0.000000e+00)
5.17          	(-2.239549e-01 -4.809038e-01 0.000000e+00)
5.18          	(-2.239736e-01 -4.809253e-01 0.000000e+00)
5.19          	(-2.239921e-01 -4.809466e-01 0.000000e+00)
5.2           	(-2.240105e-01 -4.809677e-01 0.000000e+00)
5.21          	(-2.240286e-01 -4.809888e-01 0.000000e+00)
5.22          	(-2.240467e-01 -4.810097e-01 0.000000e+00)
5.23          	(-2.240645e-01 -4.810305e-01 0.000000e+00)
5.24          	(-2.240822e-01 -4.810512e-01 0.000000e+00)
5.25          	(-2.240996e-01 -4.810718e-01 0.000000e+00)
5.26          	(-2.241170e-01 -4.810922e-01 0.000000e+00)
5.27          	(-2.241341e-01 -4.811126e-01 0.000000e+00)
5.28          	(-2.241511e-01 -4.811328e-01 0.000000e+00)
5.29          	(-2.241680e-01 -4.811529e-01 0.000000e+00)
5.3           	(-2.241847e-01 -4.811729e-01 0.000000e+00)
5.31          	(-2.242012e-01 -4.811928e-01 0.000000e+00)
5.32          	(-2.242176e-01 -4.812125e-01 0.000000e+00)
5.33          	(-2.242338e-01 -4.812322e-01 0.000000e+00)
5.34          	(-2.242499e-01 -4.812517e-01 0.000000e+00)
5.35          	(-2.242658e-01 -4.812711e-01 0.000000e+00)
5.36          	(-2.242815e-01 -4.812905e-01 0.000000e+00)
5.37          	(-2.242972e-01 -4.813097e-01 0.000000e+00)
5.38          	(-2.243126e-01 -4.813288e-01 0.000000e+00)
5.39          	(-2.243279e-01 -4.813478e-01 0.000000e+00)
5.4           	(-2.243431e-01 -4.813666e-01 0.000000e+00)
5.41          	(-2.243582e-01 -4.813854e-01 0.000000e+00)
5.42          	(-2.243731e-01 -4.814041e-01 0.000000e+00)
5.43          	(-2.243878e-01 -4.814227e-01 0.000000e+00)
5.44          	(-2.244024e-01 -4.814411e-01 0.000000e+00)
5.45          	(-2.244169e-01 -4.814595e-01 0.000000e+00)
5.46          	(-2.244313e-01 -4.814778e-01 0.000000e+00)
5.47          	(-2.244455e-01 -4.814959e-01 0.000000e+00)
5.48          	(-2.244596e-01 -4.815140e-01 0.000000e+00)
5.49          	(-2.244735e-01 -4.815320e-01 0.000000e+00)
5.5           	(-2.244873e-01 -4.815498e-01 0.000000e+00)
5.51          	(-2.245010e-01 -4.815676e-01 0.000000e+00)
5.52          	(-2.245146e-01 -4.815852e-01 0.000000e+00)
5.53          	(-2.245280e-01 -4.816028e-01 0.000000e+00)
5.54          	(-2.245413e-01 -4.816203e-01 0.000000e+00)
5.55          	(-2.245545e-01 -4.816376e-01 0.000000e+00)
5.56          	(-2.245676e-01 -4.816549e-01 0.000000e+00)
5.57          	(-2.245806e-01 -4.816721e-01 0.000000e+00)
5.58          	(-2.245934e-01 -4.816892e-01 0.000000e+00)
5.59          	(-2.246061e-01 -4.817062e-01 0.000000e+00)
5.6           	(-2.246187e-01 -4.817231e-01 0.000000e+00)
5.61          	(-2.246312e-01 -4.817399e-01 0.000000e+00)
5.62          	(-2.246436e-01 -4.817566e-01 0.000000e+00)
5.63          	(-2.246559e-01 -4.817732e-01 0.000000e+00)
5.64          	(-2.246680e-01 -4.817897e-01 0.000000e+00)
5.65          	(-2.246801e-01 -4.818062e-01 0.000000e+00)
5.66          	(-2.246920e-01 -4.818225e-01 0.000000e+00)
5.67          	(-2.247038e-01 -4.818388e-01 0.000000e+00)
5.68          	(-2.247155e-01 -4.818550e-01 0.000000e+00)
5.69          	(-2.247271e-01 -4.818711e-01 0.000000e+00)
5.7           	(-2.247386e-01 -4.818871e-01 0.000000e+00)
5.71          	(-2.247500e-01 -4.819030e-01 0.000000e+00)
5.72          	(-2.247613e-01 -4.819188e-01 0.000000e+00)
5.73          	(-2.247725e-01 -4.819345e-01 0.000000e+00)
5.74          	(-2.247836e-01 -4.819502e-01 0.000000e+00)
5.75          	(-2.247946e-01 -4.819658e-01 0.000000e+00)
5.76          	(-2.248055e-01 -4.819812e-01 0.000000e+00)
5.77          	(-2.248163e-01 -4.819966e-01 0.000000e+00)
5.78          	(-2.248270e-01 -4.820120e-01 0.000000e+00)
5.79          	(-2.248377e-01 -4.820272e-01 0.000000e+00)
5.8           	(-2.248482e-01 -4.820424e-01 0.000000e+00)
5.81          	(-2.248586e-01 -4.820574e-01 0.000000e+00)
5.82          	(-2.248689e-01 -4.820724e-01 0.000000e+00)
5.83          	(-2.248792e-01 -4.820873e-01 0.000000e+00)
5.84          	(-2.248893e-01 -4.821022e-01 0.000000e+00)
5.85          	(-2.248994e-01 -4.821169e-01 0.000000e+00)
5.86          	(-2.249094e-01 -4.821316e-01 0.000000e+00)
5.87          	(-2.249192e-01 -4.821462e-01 0.000000e+00)
5.88          	(-2.249290e-01 -4.821607e-01 0.000000e+00)
5.89          	(-2.249388e-01 -4.821751e-01 0.000000e+00)
5.9           	(-2.249484e-01 -4.821895e-01 0.000000e+00)
5.91          	(-2.249579e-01 -4.822038e-01 0.000000e+00)
5.92          	(-2.249674e-01 -4.822180e-01 0.000000e+00)
5.93          	(-2.249768e-01 -4.822321e-01 0.000000e+00)
5.94          	(-2.249860e-01 -4.822462e-01 0.000000e+00)
5.95          	(-2.249953e-01 -4.822602e-01 0.000000e+00)
5.96          	(-2.250044e-01 -4.822741e-01 0.000000e+00)
5.97          	(-2.250134e-01 -4.822879e-01 0.000000e+00)
5.98          	(-2.250224e-01 -4.823017e-01 0.000000e+00)
5.99          	(-2.250313e-01 -4.823154e-01 0.000000e+00)
6             	(-2.250401e-01 -4.823290e-01 0.000000e+00)
6.01          	(-2.250489e-01 -4.823426e-01 0.000000e+00)
6.02          	(-2.250576e-01 -4.823560e-01 0.000000e+00)
6.03          	(-2.250662e-01 -4.823695e-01 0.000000e+00)
6.04          	(-2.250747e-01 -4.823828e-01 0.000000e+00)
6.05          	(-2.250831e-01 -4.823961e-01 0.000000e+00)
6.06          	(-2.250915e-01 -4.824093e-01 0.000000e+00)
6.07          	(-2.250998e-01 -4.824224e-01 0.000000e+00)
6.08          	(-2.251080e-01 -4.824354e-01 0.000000e+00)
6.09          	(-2.251162e-01 -4.824484e-01 0.000000e+00)
6.1           	(-2.251243e-01 -4.824613e-01 0.000000e+00)
6.11          	(-2.251323e-01 -4.824742e-01 0.000000e+00)
6.12          	(-2.251403e-01 -4.824870e-01 0.000000e+00)
6.13          	(-2.251482e-01 -4.824997e-01 0.000000e+00)
6.14          	(-2.251560e-01 -4.825124e-01 0.000000e+00)
6.15          	(-2.251638e-01 -4.825249e-01 0.000000e+00)
6.16          	(-2.251714e-01 -4.825375e-01 0.000000e+00)
6.17          	(-2.251791e-01 -4.825499e-01 0.000000e+00)
6.18          	(-2.251866e-01 -4.825623e-01 0.000000e+00)
6.19          	(-2.251941e-01 -4.825746e-01 0.000000e+00)
6.2           	(-2.252016e-01 -4.825869e-01 0.000000e+00)
6.21          	(-2.252089e-01 -4.825991e-01 0.000000e+00)
6.22          	(-2.252163e-01 -4.826112e-01 0.000000e+00)
6.23          	(-2.252235e-01 -4.826233e-01 0.000000e+00)
6.24          	(-2.252307e-01 -4.826353e-01 0.000000e+00)
6.25          	(-2.252378e-01 -4.826473e-01 0.000000e+00)
6.26          	(-2.252449e-01 -4.826591e-01 0.000000e+00)
6.27          	(-2.252519e-01 -4.826710e-01 0.000000e+00)
6.28          	(-2.252589e-01 -4.826827e-01 0.000000e+00)
6.29          	(-2.252658e-01 -4.826944e-01 0.000000e+00)
6.3           	(-2.252727e-01 -4.827061e-01 0.000000e+00)
6.31          	(-2.252794e-01 -4.827176e-01 0.000000e+00)
6.32          	(-2.252862e-01 -4.827291e-01 0.000000e+00)
6.33          	(-2.252929e-01 -4.827406e-01 0.000000e+00)
6.34          	(-2.252996e-01 -4.827519e-01 0.000000e+00)
6.35          	(-2.253062e-01 -4.827632e-01 0.000000e+00)
6.36          	(-2.253127e-01 -4.827745e-01 0.000000e+00)
6.37          	(-2.253191e-01 -4.827857e-01 0.000000e+00)
6.38          	(-2.253255e-01 -4.827969e-01 0.000000e+00)
6.39          	(-2.253318e-01 -4.828081e-01 0.000000e+00)
6.4           	(-2.253381e-01 -4.828191e-01 0.000000e+00)
6.41          	(-2.253443e-01 -4.828302e-01 0.000000e+00)
6.42          	(-2.253505e-01 -4.828411e-01 0.000000e+00)
6.43          	(-2.253566e-01 -4.828520e-01 0.000000e+00)
6.44          	(-2.253627e-01 -4.828629e-01 0.000000e+00)
6.45          	(-2.253687e-01 -4.828737e-01 0.000000e+00)
6.46          	(-2.253747e-01 -4.828844e-01 0.000000e+00)
6.47          	(-2.253807e-01 -4.828951e-01 0.000000e+00)
6.48          	(-2.253866e-01 -4.829058e-01 0.000000e+00)
6.49          	(-2.253924e-01 -4.829163e-01 0.000000e+00)
6.5           	(-2.253982e-01 -4.829269e-01 0.000000e+00)
6.51          	(-2.254040e-01 -4.829373e-01 0.000000e+00)
6.52          	(-2.254097e-01 -4.829477e-01 0.000000e+00)
6.53          	(-2.254153e-01 -4.829581e-01 0.000000e+00)
6.54          	(-2.254210e-01 -4.829684e-01 0.000000e+00)
6.55          	(-2.254265e-01 -4.829787e-01 0.000000e+00)
6.56          	(-2.254321e-01 -4.829889e-01 0.000000e+00)
6.57          	(-2.254376e-01 -4.829990e-01 0.000000e+00)
6.58          	(-2.254430e-01 -4.830091e-01 0.000000e+00)
6.59          	(-2.254484e-01 -4.830192e-01 0.000000e+00)
6.6           	(-2.254538e-01 -4.830292e-01 0.000000e+00)
6.61          	(-2.254591e-01 -4.830392e-01 0.000000e+00)
6.62          	(-2.254643e-01 -4.830491e-01 0.000000e+00)
6.63          	(-2.254696e-01 -4.830589e-01 0.000000e+00)
6.64          	(-2.254748e-01 -4.830687e-01 0.000000e+00)
6.65          	(-2.254799e-01 -4.830785e-01 0.000000e+00)
6.66          	(-2.254850e-01 -4.830882e-01 0.000000e+00)
6.67          	(-2.254901e-01 -4.830978e-01 0.000000e+00)
6.68          	(-2.254951e-01 -4.831074e-01 0.000000e+00)
6.69          	(-2.255001e-01 -4.831170e-01 0.000000e+00)
6.7           	(-2.255051e-01 -4.831265e-01 0.000000e+00)
6.71          	(-2.255100e-01 -4.831359e-01 0.000000e+00)
6.72          	(-2.255148e-01 -4.831454e-01 0.000000e+00)
6.73          	(-2.255197e-01 -4.831547e-01 0.000000e+00)
6.74          	(-2.255245e-01 -4.831640e-01 0.000000e+00)
6.75          	(-2.255292e-01 -4.831733e-01 0.000000e+00)
6.76          	(-2.255340e-01 -4.831826e-01 0.000000e+00)
6.77          	(-2.255386e-01 -4.831917e-01 0.000000e+00)
6.78          	(-2.255433e-01 -4.832009e-01 0.000000e+00)
6.79          	(-2.255479e-01 -4.832100e-01 0.000000e+00)
6.8           	(-2.255525e-01 -4.832190e-01 0.000000e+00)
6.81          	(-2.255570e-01 -4.832280e-01 0.000000e+00)
6.82          	(-2.255615e-01 -4.832370e-01 0.000000e+00)
6.83          	(-2.255660e-01 -4.832459e-01 0.000000e+00)
6.84          	(-2.255705e-01 -4.832547e-01 0.000000e+00)
6.85          	(-2.255749e-01 -4.832635e-01 0.000000e+00)
6.86          	(-2.255792e-01 -4.832723e-01 0.000000e+00)
6.87          	(-2.255836e-01 -4.832811e-01 0.000000e+00)
6.88          	(-2.255879e-01 -4.832897e-01 0.000000e+00)
6.89          	(-2.255921e-01 -4.832984e-01 0.000000e+00)
6.9           	(-2.255964e-01 -4.833070e-01 0.000000e+00)
6.91          	(-2.256006e-01 -4.833156e-01 0.000000e+00)
6.92          	(-2.256048e-01 -4.833241e-01 0.000000e+00)
6.93          	(-2.256089e-01 -4.833325e-01 0.000000e+00)
6.94          	(-2.256130e-01 -4.833410e-01 0.000000e+00)
6.95          	(-2.256171e-01 -4.833494e-01 0.000000e+00)
6.96          	(-2.256212e-01 -4.833577e-01 0.000000e+00)
6.97          	(-2.256252e-01 -4.833660e-01 0.000000e+00)
6.98          	(-2.256292e-01 -4.833743e-01 0.000000e+00)
6.99          	(-2.256331e-01 -4.833825e-01 0.000000e+00)
7             	(-2.256371e-01 -4.833907e-01 0.000000e+00)
7.01          	(-2.256410e-01 -4.833988e-01 0.000000e+00)
7.02          	(-2.256448e-01 -4.834070e-01 0.000000e+00)
7.03          	(-2.256487e-01 -4.834150e-01 0.000000e+00)
7.04          	(-2.256525e-01 -4.834231e-01 0.000000e+00)
7.05          	(-2.256563e-01 -4.834311e-01 0.000000e+00)
7.06          	(-2.256601e-01 -4.834390e-01 0.000000e+00)
7.07          	(-2.256638e-01 -4.834469e-01 0.000000e+00)
7.08          	(-2.256675e-01 -4.834548e-01 0.000000e+00)
7.09          	(-2.256712e-01 -4.834626e-01 0.000000e+00)
7.1           	(-2.256749e-01 -4.834704e-01 0.000000e+00)
7.11          	(-2.256785e-01 -4.834782e-01 0.000000e+00)
7.12          	(-2.256821e-01 -4.834859e-01 0.000000e+00)
7.13          	(-2.256856e-01 -4.834936e-01 0.000000e+00)
7.14          	(-2.256892e-01 -4.835012e-01 0.000000e+00)
7.15          	(-2.256927e-01 -4.835088e-01 0.000000e+00)
7.16          	(-2.256962e-01 -4.835164e-01 0.000000e+00)
7.17          	(-2.256997e-01 -4.835239e-01 0.000000e+00)
7.18          	(-2.257031e-01 -4.835314e-01 0.000000e+00)
7.19          	(-2.257065e-01 -4.835389e-01 0.000000e+00)
7.2           	(-2.257099e-01 -4.835463e-01 0.000000e+00)
7.21          	(-2.257133e-01 -4.835537e-01 0.000000e+00)
7.22          	(-2.257167e-01 -4.835610e-01 0.000000e+00)
7.23          	(-2.257200e-01 -4.835684e-01 0.000000e+00)
7.24          	(-2.257233e-01 -4.835756e-01 0.000000e+00)
7.25          	(-2.257265e-01 -4.835829e-01 0.000000e+00)
7.26          	(-2.257298e-01 -4.835901e-01 0.000000e+00)
7.27          	(-2.257330e-01 -4.835972e-01 0.000000e+00)
7.28          	(-2.257362e-01 -4.836044e-01 0.000000e+00)
7.29          	(-2.257394e-01 -4.836115e-01 0.000000e+00)
7.3           	(-2.257426e-01 -4.836186e-01 0.000000e+00)
7.31          	(-2.257457e-01 -4.836256e-01 0.000000e+00)
7.32          	(-2.257488e-01 -4.836326e-01 0.000000e+00)
7.33          	(-2.257519e-01 -4.836395e-01 0.000000e+00)
7.34          	(-2.257550e-01 -4.836465e-01 0.000000e+00)
7.35          	(-2.257580e-01 -4.836534e-01 0.000000e+00)
7.36          	(-2.257610e-01 -4.836602e-01 0.000000e+00)
7.37          	(-2.257640e-01 -4.836671e-01 0.000000e+00)
7.38          	(-2.257670e-01 -4.836739e-01 0.000000e+00)
7.39          	(-2.257700e-01 -4.836806e-01 0.000000e+00)
7.4           	(-2.257729e-01 -4.836874e-01 0.000000e+00)
7.41          	(-2.257758e-01 -4.836941e-01 0.000000e+00)
7.42          	(-2.257787e-01 -4.837007e-01 0.000000e+00)
7.43          	(-2.257816e-01 -4.837073e-01 0.000000e+00)
7.44          	(-2.257845e-01 -4.837139e-01 0.000000e+00)
7.45          	(-2.257873e-01 -4.837205e-01 0.000000e+00)
7.46          	(-2.257901e-01 -4.837270e-01 0.000000e+00)
7.47          	(-2.257929e-01 -4.837336e-01 0.000000e+00)
7.48          	(-2.257957e-01 -4.837400e-01 0.000000e+00)
7.49          	(-2.257984e-01 -4.837465e-01 0.000000e+00)
7.5           	(-2.258012e-01 -4.837529e-01 0.000000e+00)
7.51          	(-2.258039e-01 -4.837592e-01 0.000000e+00)
7.52          	(-2.258066e-01 -4.837656e-01 0.000000e+00)
7.53          	(-2.258093e-01 -4.837719e-01 0.000000e+00)
7.54          	(-2.258119e-01 -4.837782e-01 0.000000e+00)
7.55          	(-2.258146e-01 -4.837844e-01 0.000000e+00)
7.56          	(-2.258172e-01 -4.837906e-01 0.000000e+00)
7.57          	(-2.258198e-01 -4.837968e-01 0.000000e+00)
7.58          	(-2.258223e-01 -4.838029e-01 0.000000e+00)
7.59          	(-2.258249e-01 -4.838091e-01 0.000000e+00)
7.6           	(-2.258275e-01 -4.838152e-01 0.000000e+00)
7.61          	(-2.258300e-01 -4.838213e-01 0.000000e+00)
7.62          	(-2.258326e-01 -4.838274e-01 0.000000e+00)
7.63          	(-2.258351e-01 -4.838334e-01 0.000000e+00)
7.64          	(-2.258376e-01 -4.838395e-01 0.000000e+00)
7.65          	(-2.258401e-01 -4.838454e-01 0.000000e+00)
7.66          	(-2.258425e-01 -4.838514e-01 0.000000e+00)
7.67          	(-2.258450e-01 -4.838573e-01 0.000000e+00)
7.68          	(-2.258474e-01 -4.838632e-01 0.000000e+00)
7.69          	(-2.258498e-01 -4.838691e-01 0.000000e+00)
7.7           	(-2.258522e-01 -4.838749e-01 0.000000e+00)
7.71          	(-2.258546e-01 -4.838807e-01 0.000000e+00)
7.72          	(-2.258569e-01 -4.838865e-01 0.000000e+00)
7.73          	(-2.258593e-01 -4.838922e-01 0.000000e+00)
7.74          	(-2.258616e-01 -4.838980e-01 0.000000e+00)
7.75          	(-2.258639e-01 -4.839037e-01 0.000000e+00)
